title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
"‘Overall, it was the best 8 months of my career and I'd do it all over again. ’",File Assessor,"The best team I've ever worked with
The work/life balance
The environment/facilities
The priveledge of working at Westpac ","A manager who offered me absolutely no feedback from day 1, who showed no interest in my work or my future at Westpac. 
The non existence of achieving something worthwhile, as the role could be quiet monotonous. But I made the best of it. ",Recommends working here: Yes,Rates salary as: Average,6 months ago,"Barangaroo NSW, Australia",2.0,5.0,5.0,1.0,5.0,5.0,5.0,Westpac Banking Corporation
"‘A constant challenge to find solutions for customers with technology that is out of date, and offshore teams whom don't understand customer service.’",Personal Banker,There is s good culture of customer focus compared to other banks I have worked for.,"The technolog for staff is atrocious. They are at least 5 years behind CBA in technology for staff. They created a huge gap between staff and customer engagement as the customer has better technology. Also, the level of offshoring is ridiculous.",Recommends working here: No,Rates salary as: Average,4 years ago,"Ipswich, Queensland, Australia",2.0,2.0,2.0,2.0,2.0,2.0,2.0,Westpac Banking Corporation
‘A long 21 years which I loved a loathed’,"Personal Banker,Teller","The pay and benefits are fantastic..beyond market. They have a domestic 

 panel to help their staff in a vulnerable situation and help in a situation for families in need.",Old systems that they are trying to fix but all the are doing is layering new on top of old. Management on the front of house section are toxic and the Bank turns a bli d eye,Recommends working here: No,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",3.0,3.0,2.0,2.0,4.0,3.0,3.0,Westpac Banking Corporation
‘If you value customers look elsewhere.’,Bank Manager,"Very little could be classed as good compared to the other banks, in various countries, I have worked for.  I suppose the best that can be said is that the work-life balance was acceptable, and whilst the working environment was \""tired\"" and technically limited it was reasonable.","The challenges began and ended with management.  No concept of staff loyalty, no concept of customer loyalty.  Motivation was stick with no carrot.  Churning for the sake of churning was the mantra with sales targets achieved without any real impact on the balance sheet (or the real profit and loss) and without any real benefit to the customer.  Indeed once the customer was \""locked-in\"" they were forgotten and exploited.  Rates (interest, exchange etc.) were at worst artificial at best exploitive.  Banks in the US and the UK have been heavily censured, fined and customers have claimed significant damages for practices encouraged.",Recommends working here: No,Rates salary as: Average,4 years ago,,2.0,3.0,3.0,1.0,3.0,3.0,2.0,Westpac Banking Corporation
‘They are great to work for as long as you aren’t in the branch environment’,Personal Banking Advisor,If you are employed outside of the retail sector they are really flexible with work hours and location. There are a few discounts for working for the company such as private health and of course banking products.,In retail banking staffing and work load are terrible. They are cutting staff and costs at an alarming rate. Micromanaging is the way of most managers.,Recommends working here: No,Rates salary as: High,2 years ago,"Gold Coast, Queensland, Australia",3.0,2.0,2.0,2.0,4.0,3.0,2.0,Westpac Banking Corporation
"‘You will survive and grow in the long run, if you are able to adapt to changes’",Senior Infrastructure Delivery Lead,"End user stable work environment, regular work hours, plenty of work (no bench time), sometime can work from home. Enterprise large scale implementation landscape to grow your experience. Processes oriented.","Changing complex processes, with many red tapes. Emails overloaded. Many compliance and regulations to follow. Quarterly motivate goals to check in and out.",Recommends working here: Yes,Rates salary as: High,6 months ago,"Kogarah NSW, Australia",3.0,3.0,4.0,3.0,3.0,4.0,4.0,Westpac Banking Corporation
‘It is a good comfortable company to spend time at’,Business Analyst,"Range of possible work is wide. Lovely working surrounds. Pleasant fellow staff, who do remember people for good work they do. Good brand to have on the CV.",Investment in data IT Systems is slow. Workload is very reactive and based on Hierarchy.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",2.0,5.0,4.0,3.0,4.0,4.0,4.0,Westpac Banking Corporation
‘Great work life balance’,Customer Service Representative,A lot of flexibility with working times  and abilities in changing roles and facing new and exciting challenges.,Dealing with upset and angry customers can be emotionally exhausting. Working in an office with little chance for exercise,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",4.0,5.0,4.0,5.0,4.0,5.0,5.0,Westpac Banking Corporation
‘Friendly and flexible environment’,Business Banker,"Great flexibility in work hours and room to grow and develop your career. 
Always opportunities to move and grow within Westpac and so many different skills to learn in one place.",The only challenges faced were that the opportunities presented to be able to up skill came along quickly and sometimes not enough time to imbed the new skill before more training.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Epping, New South Wales, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Westpac Banking Corporation
‘This is one of the most inspiring Australian companies in Australia’,Business Support Manager,"They have a great vision to be one of the greatest service company and employer in Australia. Heavy focus on health, safety and well being for their people.",Ongoing government regulations for all banks but they see this as an opportunity to be market leading in all aspects of diversity and agile strategies.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Gold Coast, Queensland, Australia",5.0,5.0,5.0,4.0,5.0,5.0,5.0,Westpac Banking Corporation
"‘Mentally, physically and emotionally draining ’",Collections Officer,"The job itself was great, peers at work made it alot easier to get through the tough days","Manager with no qualifications who have no professional knowledge on how to address people, communicate effectively and are quite rude to be completely honest 
Only 30 minute lunch break...when you're being yelled at all day by strangers on a phone, a 30 min lunch time doesnt do much good for your mental state. ",Recommends working here: No,Rates salary as: Low,1 year ago,"Adelaide SA, Australia",1.0,1.0,1.0,1.0,3.0,2.0,1.0,Westpac Banking Corporation
"‘Having been an employee for the Westpsc group for the past 18 yrs has been challenging, but also a good place to work’",Team Member,"Flexibility, having a great team leader who backs you is a great bonus, plus my TL and manager knows the process inside out is an even better bonus.","Balancing personal and work development. Knowing what you need to do for your career, and find the chance and how to get there is a bit of a challenge.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Lockleys, South Australia, Australia",4.0,5.0,5.0,5.0,5.0,5.0,5.0,Westpac Banking Corporation
‘Great place to work.’,Relationship Manager,"Great work life balance and focus on women in business as well as contributing to the community (Rescue helicopters, City2Surf, Westpac Foundation etc)","General politics that come with working in a large corporate, average salary, less than desirable technology.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,5.0,4.0,4.0,5.0,5.0,4.0,Westpac Banking Corporation
"‘Great people, great environment, great company.’",Customer Service Representative 1,"Benefits are amazing, if you want to move up you can. The working hours are consistent and are normal. No need for overtime normally. 
The work is various each day as there are many financial services westpac provide so it's a good mix up.","The referrals each week are challenging, especially if you work in a quiet branch.
Dealing with various customer complaints and keeping them happy.
Juggling in office work, constant stream of customers and doing side jobs can sometimes get a little overwhelming but usually colleges are willing to jump in and help- if they are trained in that area.",Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,5.0,4.0,4.0,5.0,5.0,4.0,Westpac Banking Corporation
"‘A big mistake, but I managed to leave a get my career on track.’",Senior Manager,None. Appalling work environment. Very political. Herd mentality. Achievers leave a place like Westpac.,Political. You rise in the organisation based on who likes you rather than delivery. Women favoured over men in promotion because of female leader quota.,Recommends working here: No,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",1.0,3.0,1.0,1.0,2.0,2.0,1.0,Westpac Banking Corporation
‘A lot of opportunity to learn. Some good and some bad experiences.’,Senior Manager,Good perks such as leave entitlements and flexible working where manager permitted. Also many opportinities to explore different functions.,"Sometimes those who are promoted to be leaders are provided enough training to be good leaders, merely great at their function which results in less than ideal leadership of teams.",Recommends working here: No,Rates salary as: Low,1 year ago,"Sydney NSW, Australia",4.0,4.0,3.0,1.0,5.0,2.0,3.0,Westpac Banking Corporation
"‘By focusing to deliver superior service, I have been selected to assist and train other staff, as well as been featured in the Westpac News!’",Business Analyst,"It's a large organisation that allows for promotion and to experience and learn more advanced financial instruments.  Team bonding sessions are wonderful, as well as social activities to better know the colleagues.","Dealing with difficult people and at times, impersonal types in management positions.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",5.0,3.0,4.0,4.0,3.0,3.0,4.0,Westpac Banking Corporation
‘Loved my position and would still be there except our Centre was closed and moved to the eastern states.’,Customer Support Manager,"Full training and support at all times, mentoring programs, lots of incentives and good bonus program.","Difficult customers, some unreasonable expectations in certain situations, some restricted guidelines when trying to meet customers needs.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Perth, Western Australia, Australia",5.0,5.0,5.0,4.0,5.0,5.0,5.0,Westpac Banking Corporation
‘Great learning environment and you can take charge and be proactive.’,Senior Business Analyst,"Diversity of business and therefore work and lots of projects in different domains. Retail, Business and Institutional banking, wealth and insurance domains.",Competing business priorities and fund means sometimes management can be unclear about what they want and when they want it.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",5.0,5.0,5.0,4.0,5.0,5.0,4.0,Westpac Banking Corporation
‘14years of growth and learning with great lifelong friendships made in a flexible working environment.’,Credit Assessor,"Diversity policy, no discrimination, flexibility. 
Great people, good perks, large organisation and career opportunities.","Offshoring many departments and having to fix their mistakes with no accountability for errors made by them.
Too many Indians and sometimes too many chiefs with neither knowing what the other is doing on occasions.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Adelaide, South Australia, Australia",4.0,4.0,3.0,3.0,4.0,4.0,4.0,Westpac Banking Corporation
‘Pretty good so far’,Training Manager,"The people here are pretty great, everyone in my wider team enjoy being together. Theres a huge push for work life balance and no one is in the office past 6. Love my work and looking forward to being here for a while.",As with any company its really about the department you're in rather then the compaby as a whole. My department is prettt great but others might not be.,Recommends working here: Yes,Rates salary as: High,2 years ago,"Sydney NSW, Australia",3.0,5.0,5.0,4.0,5.0,5.0,5.0,Westpac Banking Corporation
"‘A long career where opportunities abounded, however recent change has adversely impacted a once great culture.’",Senior Banker,A diverse range of jobs within one organisation to develop skills. Opportunities may exist for a varied and long career with smart people.,"Despite having some great people, there are certain individuals that drive a culture that can be driven by fear in an environment of great change. Like many businesses having the correct strategy can only drive great business outcomes if the execution is correct. Culture is at the heart of this problem and until the organisation returns to the culture that once made it an employer of choice, it would be hard to recommend it as a place where diversity of thought and true courage can exist now.",Recommends working here: No,Rates salary as: High,3 years ago,Various,3.0,3.0,1.0,1.0,2.0,3.0,1.0,Westpac Banking Corporation
‘I learnt what not to be to be successful.’,Sales Manager,"I was impressed with the long tenure for employees averaging at 10yrs. After speaking with majority of employees, they advised they were being paid well enough for the amount of work. Also wasn't difficult for them to travel to work due to westpac having two call centre locations. People were genuinely friendly though leadership displayed minimal value for their people. Their favourite phrase when I challenged their ways was \""it is what it is\""  therefore no vision for positive change at all. If I can sum up my experience there, I'd say people were genuinely lovely and friendly people.","Employees lacked aspiration, motivation and passion for anything. They came in to do bare minimum and go home for their pay. No vision or direction for the future, leadership hated change even if it was positive. They were set in their ways and did not value people, therefore people did not have any motivation or passion and most importantly Respect!",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Epping, New South Wales, Australia",3.0,3.0,2.0,2.0,3.0,2.0,3.0,Westpac Banking Corporation
‘The best 21 years of my working career’,Home Finance Manager,I spent 21 years with Westpac and it was due to their geat culture and training that I now have such a  professional and awesome skill set.,"There are many challenges, but there are so many great people working there who are willing to back you and help you that any challenge you are are fronted with is achievable.",Recommends working here: Yes,Rates salary as: High,4 years ago,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Westpac Banking Corporation
‘Woefully regrettable time at an institution that has little resoect from insiders’,Null,Some minor account perks,"Call centre management micro managing and drip feeding phone staff; cronyism and incompetence at many levels of management.
Incredible waste of $millions by incompetence and poor comms within online development \""team\""
What a disgrace to IT fraternity -and WBC shareholders",Recommends working here: No,Rates salary as: Low,4 years ago,,2.0,2.0,3.0,1.0,2.0,4.0,2.0,Westpac Banking Corporation
"‘Both the banks were great place to work and I would be happy to go back to work for these banks if given opportunity,’",Customer Service Representative,A lot of opportunities for learning and crosstraining. Sharing your ideas was encouraged. Regular one on one discussion with the team leader/manager gave the opportunity for discussing future development and the performance review.,To get both positive and negative feed-back and work on negative to turn them to positive and meeting KPIs were not difficult but challenging.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Westpac Banking Corporation
"‘Overall, i wouldnt recommend others to work for Westpac unless they change their management system’",Senior Personal Banker,Products and services are easy to learn,"Everyday we had meeting twice, before and after work. The job required staying back or ortherwise things will never get done. Never get paid overtime eventhough sometimes management require us to stay back. Management never satisfied with our target and achievement. Management doesnt help with problems or issues, always pass us to another people around. Manager always busy in the office eventough sometimes the branch required help. Management doesnt care about the wellbeing and happiness of staff, as it is very hard to use our annual leave and they force us to take leave whenever they wanted, so it is very hard to plan holiday with family. The branch is always understaff therefore all the staff feels under pressure by customer that complains for waiting time. Also it is very hard to get promotion, we will newd to have connections with the management or upper management to get an easy promotion, sometimes you will see people will least experience move up carreer ladder so easy because they have connections.",Recommends working here: No,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",2.0,1.0,2.0,1.0,3.0,1.0,2.0,Westpac Banking Corporation
"‘Micro-managing, no work/life balance, Revenue, Revenue, Revenue!’",Personal Banker,Life might be livable IF you get a good manager.,"If your looking to work in the Banking industry, i would recommend looking at other financial institutions within the ACT region.
If you like to act in the best interest of your customers and treat them as more then just revenue, Then Westpac is not the company for you!
There is an expectation that staff perform to a certain level, but very little to no practical training provided.
Westpac is very hard on its targets, you will not last long if you don't achieve from the very start.
They say the goal is to help customers, the reality is they care about $$$ how much revenue they can squeeze out of the customer before the customer has walked out the door, on many occasions i was made to feel like i wasn't doing my job if i hadn't tried to MAKE them take everything i had to offer, even if i wasn't in the best interest of the customer.",Recommends working here: No,Rates salary as: Average,3 years ago,,3.0,1.0,1.0,1.0,2.0,3.0,1.0,Westpac Banking Corporation
"‘If you want a fantastic employer who values you as a person not a number, work for the Westpac Group!’",Service Operations Manager,"The people and respect you're given, innovative thinking is encouraged, work life balance and flexible working arrangements are fantastic and great company benefits!",As with all companies old processes and dependence on what has always been the way it's done but a lot of those barriers are being broken down and it's a very exciting place to work now!,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Westpac Banking Corporation
‘Great employer for women needing work/ life balance. But the pressure from the top put on the front line staff can be tough.’,Customer Service Representative,"Maternity leave
Part time available","Sales pressure
Micro management
Under valued employees
Not enough staff in branches",Recommends working here: No,Rates salary as: Average,6 months ago,"Victoria, Australia",3.0,3.0,2.0,2.0,2.0,3.0,2.0,Westpac Banking Corporation
"‘If you are a new graduate likely enough to get a foothold there, stay long enough to beef up your CV but not so long that you loose your motivation to move on.’",Senior Business Analyst,Redundancy benefits are quite generous. Bank holiday. Leave loadings.,"Highly political. Project funding left entirely to the whims of individuals with their own agenda. Still very much divided between the St. George clan vs the Westpac clan. Reward loyalty rather than ability hence cronyism is rifed.
Constantly being move from place to place in a Worksmart hot desking environment. 
In an outsourced environment, moral is low among the permanents. 
If you are stuck below a mediocre manager, it can be impossible to get any promotion or salary increase.",Recommends working here: No,Rates salary as: Low,3 years ago,"Sydney, New South Wales, Australia",2.0,3.0,1.0,1.0,2.0,3.0,2.0,Westpac Banking Corporation
‘Australian companies offshoring to InfoSys to save a buck.’,Senior Web Developer,"Mundane tasks are taken care by offshore developers/testers
You can squeeze newer technology/ideas when completing new bits
You do all the hard n cool stuff till your replacement comes.","Management team focused solely on benefits of offshore employees 
Time is ticking on your contract as you are only skilling up their workers until you are replaced.
Spaghetti Code nightmare. No structure even if you advise how to rectify it. They want simple hard to understand over clean to prolong contract.
Scrum masters give impossible time limits to onshore over offshore employees as part of their master process to get more offshore employees.",Recommends working here: No,Rates salary as: Average,2 years ago,,1.0,4.0,2.0,1.0,3.0,2.0,3.0,Westpac Banking Corporation
"‘Great company to work in, equal opportunity is strongly adhered to.’",Team Lead,"Diversity of the company, allows you to apply other department and on the job training.",Lots  of challenges that helps to access your own capability. At times is difficult but with positive support and feedback from your manager it helps with challenges.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney CBD, New South Wales, Australia",5.0,4.0,4.0,4.0,4.0,5.0,4.0,Westpac Banking Corporation
‘Full spectrum of experiences’,Senior Analyst,"Benefits are good, as is work-life balance and diversity. People are generally friendly and professional.","Depends a lot on where you work. Some areas are great, but others are overstressed or dull. Even more so for managers.
Still see many self-contained silos",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",3.0,5.0,3.0,3.0,4.0,5.0,4.0,Westpac Banking Corporation
‘Westpac treats you as a highly regarded team member whom they respect and they ensure that your goals are achieved.’,Investigator And Fraud Officer,"- Definitely work/life balance - Westpac ensures this can be done
- Career opportunities and rewarding great performance
- Training and learning updates
- Westpac Culture is great - core values such as integrity and valuing each other and working together as one team is a positive outlook when working with people
- Family Benefits provided by the bank","Targets are always a challenge but are achievable.
Being under staff.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",5.0,5.0,4.0,5.0,5.0,5.0,4.0,Westpac Banking Corporation
"‘Good if you are wanting an easy stress free role, appalling if you want to be challenged. Overall a fat, lazy Bank’",Executive Manager,"Modern offices, great amenities
Low demands, good work life balance (there is a torrent leaving the offices between 4.30 and 5pm)","Appalling management and leadership (directionless and lacking a coherent and differentiating strategy)
Little or no chance for advancement (Talent Acquisition team and HR function in general inefficient at best)",Recommends working here: No,Rates salary as: Average,6 months ago,"Barangaroo NSW, Australia",1.0,4.0,5.0,1.0,3.0,3.0,2.0,Westpac Banking Corporation
‘Great experience and skills built within a great team.’,Business Support Manager,Some great opportunities to advance your career. Great relationships with co-workers and customers.,Not the greatest for work/life balance. In my experience they were not flexible when you have little kids.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",4.0,2.0,3.0,3.0,5.0,5.0,4.0,Westpac Banking Corporation
"‘I rate my employment at Westpac Banking Corporation as the career of my life. The experience, knowledge, people I met as business partners and clients formed relationships that I remain fond of.  I have a confidence in my abilities as an individual as an ’",CSR1 -CSR2 (Designated Officer) -Team Leader,"Employee support and training, corporate wardrobe supplied by WBC is stylish, practical and completely provided at no cost to employees. Performance recognition and rewards.",Maintaining and exceeding targets.,Recommends working here: Yes,Rates salary as: Average,4 years ago,Perth Norther Region,5.0,4.0,4.0,4.0,3.0,4.0,4.0,Westpac Banking Corporation
‘Good career development and work/life balance.’,Institutional Bank,"The bank has recently been focusing on improving staff satisfaction, by providing more secondment opportunities, training, and technology improvement.","The key challenge is salary, especially for staff who have worked for the bank for a reasonable amount of time. Salary raise is usually capped regardless of contribution towards the bank. On the other hand, external candidates joining the bank usually receive a much higher pay than loyal and high performing staff.",Recommends working here: Yes,Rates salary as: Low,2 years ago,"Sydney, New South Wales, Australia",5.0,5.0,4.0,4.0,2.0,5.0,5.0,Westpac Banking Corporation
‘Overall very positive and good place to develop and learn.’,Business Analyst,Work life balance is promoted heavily with plenty of leave options for those wanting to take more time of for the year.,Some departments are great to work at and others not so. It really depends but overall it's a good place to work at and colleagues are always there to support you.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",4.0,5.0,4.0,4.0,5.0,5.0,4.0,Westpac Banking Corporation
‘Great company with the right team. Can be competitive.’,Fraud Officer,The ideology the business is based on is empowering and diversity is embraced. There are always plenty of staff engagements and the business celebrates its highs by thanking its staff regularly.,"Permanent roles aren't always the easiest to obtain and it can be extremely competitive within the business to progress career wise against other peers. You definitely need to be able to network yourself and stand out from the rest, so hard work and passion is an absolute must. Hard work does go unnoticed so a self promotion attitude would be handy.",Recommends working here: Yes,Rates salary as: Low,2 years ago,"Parramatta, New South Wales, Australia",5.0,4.0,4.0,4.0,4.0,5.0,4.0,Westpac Banking Corporation
‘So far the experience is fantastic with Westpac!’,Personal Banker,"Westpac not only cares customers but also cares for the staff!
Great career development, strong and dynamic friendly team culture, also best technology applications internally and externally.","Banking industry is getting more competitive like ever before.
So how we as Westpac maintain our advantage to help customers prosper and grow will be the challenge.",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Vermont South, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Westpac Banking Corporation
"‘A supportive, structured and well respected corporation with great career opportunities.’",Customer Service Representative,"You have great opportunities to cross train in various areas with the branch or to other departments. The processes are streamlined to make it easier for both customers and staff alike. Westpac are community orientated, involved in various community projects and have special allowances for staff who wish to be involved in charity work.",Working for Westpac is fast paced and they expect a high turn over of quality work from its workers including meeting KPI's. You are expected to cross sell banking products and can be stressful at times.,Recommends working here: Yes,Rates salary as: High,4 years ago,"King and George Sts, Sydney",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Westpac Banking Corporation
‘Westpac is a fantastic organisation to develop one's skills and I would recommend as a great place to build one's career.’,Head Of Programme Delivery,"- The general cultural feel of the organisation
- The ability to volunteer and take on additional responsibilities to build one's skills and capabilities
- The work/life balance opportunities
- Supportive of and aids women to progress to senior leadership positions.
- Ethical treatment of staff and customers.","- Getting things done quickly due to the socialisation and buy in required
- Some would also say a general lack of autonomy when it comes to decision making as much of the power resides at General Management levels.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,5.0,4.0,3.0,3.0,4.0,4.0,Westpac Banking Corporation
"‘Look for work elsewhere, you have been warned!’",Home Finance Manager,"The team you work with on a daily basis and the comradery.Helping customers also provides job satisfaction.
Helping people significantly improve their finances and life as a result is satisfying.
Also helping them complete a major purchase in their life is rewarding.","Significant lack of staff across all levels and department due to cost cutting leads to poor service levels.
Bureaucracy of middle management have you engaging on counterproductive activities to justify their existence.  just because someone in the team got lucky once does not make something a best practice.
In addition, the need to positively reinforce leads to activity focus that will never lead to an outcome.  
The sales targets are also very unrealistic and not based on the current state of the property market.
The IT department is also second rate as they invest millions of dollars but still can't properly beta test tech before roll out.  This leads to very poor customer experience and also frustrated staff.",Recommends working here: No,Rates salary as: Average,4 years ago,"Perth, Western Australia, Australia",2.0,2.0,3.0,2.0,3.0,5.0,2.0,Westpac Banking Corporation
‘Be kind to everyone. It's about helping people.’,Teller,"I love what westpac stands for. Helping customers is the most important thing and Westpac drives that very well. There are always opportunities to develop your career and lots of support to achieve your goals. 
Being a mother, I was given options on my return to work hours and days which is fantastic for my family!",Different circumstances come with different challenges. It's hard to pinpoint any that have any significance.,Recommends working here: Yes,Rates salary as: Average,3 years ago,Nhulunbuy,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Westpac Banking Corporation
"‘Good place to work, great pay’",Teller,"Great bonus twice a year, great opportunity to learn and progress to a new role, interesting and challenging job, getting a chance to meet a lot of people and build relationships with customers","Have to hit sales targets every week, high workload which means staying back past your shift, if you get a bad manager your life will suckll! Have to be very careful to make sure that you don’t make compliance errors.",Recommends working here: Yes,Rates salary as: High,2 years ago,"South Australia, Australia",5.0,3.0,4.0,3.0,4.0,4.0,4.0,Westpac Banking Corporation
‘Too much micro managing from managers which is decreasing workplace productivity and motivation’,Credit Card Verification Officer,"Westpac often support a healthy work life balance , supporting people going on holiday leave, sick leave etc . Westpac also participates and encourages employees to take part in community days such picking a charity and raising ideas for fundraising","Challenges often include meeting key performance indicators , productivity and service levels . A lot of pressure from managers to meet targets often put pressure and stress on the tram which decrease workplace morale .",Recommends working here: No,Rates salary as: Low,4 years ago,,2.0,4.0,3.0,2.0,2.0,3.0,3.0,Westpac Banking Corporation
"‘Some very good people, overshadowed by incompetent megalomaniacs.’",Manager,"Great perks, and excellent EEO if you are a woman.  HR is focused on keeping employees happy, and have lots of innovative ways to do that.  As a business, they want to do the right thing by the employees.","Sales at any cost gets in the way of good intentions.  Pressure from the top results in the pressure being passed down the line.  Micro-management with 3-5 check-ins with your manager per day is common place, with no direction given on how to achieve, just the threat of finding someone who can do the job if you don't (and that is for the good performers!)  A very much \""Management by Fear\"" organisation, who say all the right things, but succumb to sales pressure, and thus fails to deliver.",Recommends working here: No,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,4.0,1.0,1.0,5.0,2.0,3.0,Westpac Banking Corporation
‘Good for those who wish to stick to one company and one role for a long time’,Sr Business Analyst,"Flexibility of work. Flexibile timings allow you to be able to fulfil your domestic duties e.g. dropping off and picking kids from school, taking elderly parents to see a doctor.","No further opportunities. Existing skills are not counted, new skills for the same role are needed. Even though training is provided but the training cannot be used in your role because the role does not need those skills.",Recommends working here: Yes,Rates salary as: Low,1 year ago,"Sydney NSW, Australia",3.0,4.0,3.0,3.0,2.0,3.0,4.0,Westpac Banking Corporation
‘Other than management not listening it was a great place to work.’,Customer Service Representative,The positive attitude around the workplace was great.,While encouraging an open door policy management really didn’t want to listen. They more focused on speed of work over the quality and rewarded staff that did this with higher and allowed errors.,Recommends working here: No,Rates salary as: High,6 months ago,"Lockleys SA, Australia",3.0,4.0,3.0,2.0,5.0,5.0,3.0,Westpac Banking Corporation
‘Call centre enviroment of the Bank left you feeling never good enough and robotic.Not natural .’,Personal Lending.Custmer Service,Security. Most work colleagues were friendly and understood each other and empathised the 'never good enough mentality'.we all lived daily.,"Never good enoughin the call centre-spent over 12 years there.Always made feel 'you must get better'.Very antiquated computer systems,Updated some systems,but very limited.Constantly compared to others work performances and always felt 'not and never will be good enough'. in call centre environment'Believe me I spent over 12years of my life 'exceeding' expectations,but always 'never going to stop feeling not good enough'.",Recommends working here: No,Rates salary as: Average,3 years ago,"Technology Park ,Kingsmeadows 7250 Tas",1.0,3.0,3.0,2.0,3.0,4.0,1.0,Westpac Banking Corporation
"‘If you get a hang of Westpac, its difficult to think outside Westpac. Best place to work.’",IT Project Manager,"Its just the best place to work. Diverse opportunities, agile methodologies, state of art facilities, great teams led by amazing leaders.","If you get a hang of Westpac, its difficult to think outside Westpac.",Recommends working here: Yes,Rates salary as: High,2 years ago,"Barangaroo NSW, Australia",4.0,5.0,5.0,4.0,5.0,5.0,5.0,Westpac Banking Corporation
"‘Good work culture, company that cares.’",Manager,"Culture, and people we work with.",Uncertainty within depts. job security.,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Perth WA, Australia",4.0,4.0,3.0,3.0,4.0,4.0,4.0,Westpac Banking Corporation
‘A toxic environment where sales is king and customer service comes second. If you dont sell you are branded a failure’,Personal Banker,Great to help customers improve their financial status. Great uniforms and work environment,Poor Management . Hands off training. Help yourself or miss out.  Dog eat dog environment.,Recommends working here: No,Rates salary as: Average,2 years ago,"Victoria, Australia",1.0,1.0,1.0,1.0,1.0,3.0,1.0,Westpac Banking Corporation
‘It was awesome that i have received a job as soon as i left graduated school 2 years ago.’,Team Member,Meeting new friends and feeling safe with all new co-workers,"There has been a lot of challenges at Westpac. 
for example, there's always mistake that i put the wrong documents into different security packets.",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Concord West NSW, Australia",3.0,4.0,5.0,4.0,3.0,5.0,5.0,Westpac Banking Corporation
‘Delighted to work for such a caring company.’,Customer Service Representative,Good team to work for. Manages care. Upper management listen to staff on the front. Heaps of added benefits as staff.,"A constant challenge that, regardless of which area you work within, keeping up with the laws and regulaiotns around the banking code. Also changing products can sometimes catch you out.",Recommends working here: Yes,Rates salary as: High,4 years ago,"Launceston, Tasmania, Australia",4.0,5.0,5.0,4.0,5.0,5.0,5.0,Westpac Banking Corporation
"‘Great company, very appreciative and proud of my career with them’",Commercial Business Manager,"Good work environment, great opportunities to grow and develop your career. Benefits are fantastic especially parental leave and opportunities to return to work",Implementing major changes lacks the support and transparency for staff. Not a lot of opportunities to work interstate or internationally,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Parramatta, New South Wales, Australia",4.0,3.0,4.0,4.0,5.0,5.0,4.0,Westpac Banking Corporation
‘It was okay’,PBA,The people I’ve worked with are amazing and if you ever need help there are abundance’s of people and resources to help. ,It’s a high stress environment and you do have targets which will be hard to meet depending on location,Recommends working here: No,Rates salary as: Average,6 months ago,"Western Australia, Australia",2.0,3.0,3.0,3.0,4.0,4.0,4.0,Westpac Banking Corporation
