title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
‘Great perks and laughs but not great fir long time career’,Finance,Great perks and laughs,"Promotion seems to be how well you are friends with the bosses, and management not on yr ability, very disappointing to see good hard workers who are talented not get achance because of this.",Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",2.0,3.0,3.0,2.0,4.0,4.0,2.0,SEEK
‘A great place for a high achiever to call home’,Data Curator,"Challenging and engaging work
great people
great vibe
helping people","Nothing.

well, challenging work. but that's not a challenge in a bad way. its a good challenge because you get to use your noggin to overcome roadblocks and find new and better ways to do things.",Recommends working here: Yes,Rates salary as: High,6 months ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘Best company ever worked for - and potentially one of the best across AU’,Senior Business Analyst,"Great company, great culture and supportive management team",None,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",4.0,4.0,4.0,4.0,5.0,4.0,5.0,SEEK
‘A great place to work’,UX Designer,"Great culture in the office. We work hard, and we get to play hard. People understand that work can be fun and productive at the same time. I feel very valued as an employee, which some organisations aren't very good at.","As with any organisation that's grown large, at times things can take longer than they would in a smaller organisation.",Recommends working here: Yes,Rates salary as: High,4 years ago,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,SEEK
‘Great company and good dynamic environment’,Management Accountant,Working environments and directions from senior mgt.,Work-life balance is a challenge,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne VIC, Australia",3.0,2.0,5.0,3.0,3.0,3.0,3.0,SEEK
‘An excellent company to work for!’,Senior Developer,Excellent team of people to work with. Upper management really care about their staff so the culture is one of support and positivity (and fun).,The company's output of products has increased to the point that there is no down time. Everyday is a busy day at SEEK.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,5.0,5.0,5.0,4.0,5.0,5.0,SEEK
‘Solve hard problems with great people and learn a lot.’,Anonymous,"Clever, supportive people. Great perks. Interesting problems to solve.","The Melbourne office is pretty cramped and not a lot of quiet, private space to work.",Recommends working here: Yes,Rates salary as: High,4 years ago,,5.0,4.0,3.0,4.0,5.0,4.0,5.0,SEEK
‘Your experience working at SEEK is entirely what you make it.’,Sales & Service,"Autonomy. 
Career development support. 
Your voice will be heard.",The lines between work and play can be blurry.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,4.0,4.0,5.0,4.0,SEEK
‘I don't ever want to leave.’,Customer Service Representative,Working at SEEK is like working for a big family where we all work hard and are supported and rewarded for doing so.,None.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
"‘Very positive, I enjoyed it emmensly, a great team!!’",Head Of Tax,The people were fantastic and always ready to have a joke and enjoy things even through intensely busy periods,Communication was sometimes a bit of a challenge and sometimes  resulted on impacts of the quality of work,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",3.0,5.0,5.0,4.0,4.0,5.0,5.0,SEEK
‘Best workplace I’ve ever experienced.’,Delivery Manager,"People, culture, benefits, fun!",Looking forward to moving to a bigger office.,Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘Number 1 company I've work with !’,Customer Service Representative,Great management who have a genuine interest in developing their staff and a great place to further your career,"No major challenges, just the fact that the nature of the business you're required to work on a rotating roster.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,4.0,5.0,5.0,4.0,5.0,5.0,SEEK
‘Great company with even better people!’,Account Manager,I thoroughly enjoy coming into work everyday. A great company with great people!,Hard to think of something..,Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne VIC, Australia",4.0,5.0,5.0,3.0,5.0,5.0,5.0,SEEK
"‘Great vision, fun parties but culture isn’t nurturing and supportive’",Manager,"Vision of the company
Fun parties and events",Limited opportunities for career development and management unsupportive of different leadership styles ,Recommends working here: No,Rates salary as: Low,1 year ago,"Melbourne VIC, Australia",2.0,3.0,4.0,2.0,4.0,1.0,3.0,SEEK
‘Fantastics company with great ambition and drive that doesn't come at the expense of its culture and people.’,Strategy Manager,"Fantastic company to work for, one of the few tech company that is really innovative and has ambitions on the global stage.","Always more opportunities that what we can actually pursue, regardless how much we keep increasing our capabilities",Recommends working here: Yes,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",5.0,4.0,5.0,5.0,5.0,5.0,5.0,SEEK
"‘Fast-paced, energetic and extremely rewarding.’",Marketing,The people at SEEK are something special.,Keeping up in an agile environment!,Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne VIC, Australia",4.0,5.0,4.0,4.0,5.0,5.0,5.0,SEEK
‘Great experience and place to work’,Senior Account Manager,Culture and peaople,Long working hours,Recommends working here: Yes,Rates salary as: High,4 years ago,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,SEEK
"‘Exciting technology company with great, passionate people’",Principal Developer,"Great people, passionate about doing great work and achieving great outcomes for our customers, and about the craft of technology. ","Nothing major. Some change management could be handled better, but the intent is good.",Recommends working here: Yes,Rates salary as: High,6 months ago,"Melbourne VIC, Australia",5.0,5.0,4.0,5.0,5.0,5.0,5.0,SEEK
‘Awesome place. Love it!’,Manager,"Great people, solving real problems. Flexible working policies with a focus on G.S.D rather than clock watching.","Sometimes it feels like we take too long to make decisions. While it's important to do the thinking up front, this needs to be moderated to ensure we don't move slowly.",Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne VIC, Australia",4.0,5.0,4.0,5.0,5.0,5.0,5.0,SEEK
‘Most forward-thinking company I've worked for!’,Customer Experience,"The training is very comprehensive, the staff are lovely and the facilities are incredible!",There aren't any negative challenges!,Recommends working here: Yes,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘Brilliant business with good people making a difference!’,Sales Role,"The purpose, having an impact on helping people find great jobs, it’s powerful . The culture is very inclusive and caring",Career progression can be difficult due to the lack of senior roles across the business ,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",4.0,5.0,4.0,4.0,5.0,5.0,4.0,SEEK
‘Highly recommend’,Business Analyst,An awesome company to work for!!,Not that I can think of. Fabulous employer!,Recommends working here: Yes,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘Awesome’,Sales Account Manager,Seek is an amazing place to work at with very nice people and great benefits,Career progression can be difficult due low turnover,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",4.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘Great!’,Marketing Manager,"Great brand, great people, lots of passion, variety and challenge available if you are open to it.",It’s not a start up any more. Currently out grown its work environment but a new state of the art site is being developed - lots of new management (not bad just a challenge to settle into it),Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",3.0,4.0,3.0,4.0,4.0,3.0,4.0,SEEK
‘Great place to work’,Human Resources Advisor,"Founder led business, even after 20 years
Smart, humble people
Strong organisational purpose
Adoption of new technologies and techniques","Growing at a fast pace has come with growing pains 

Strategy led company, can feel like you struggle to influence without an MBA or experience in a top tier consulting firm.",Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne, Victoria, 3000, Australia",4.0,5.0,5.0,4.0,4.0,5.0,5.0,SEEK
"‘Great team, learnt A LOT, fast paced, can be stressful and challenging. ’",Sales Role,"The conferences are awesome with amazing accomodation, great learning sessions and culture building activities. 

It's a fast paced environment so you'll never get bored. 

My team was very supportive and were flexible with my work arrangements well beyond any other company I've ever worked for. *This may not be the same across every team* 

SEEK is inclusive and genuinely wants to match the right candidate to the right job. Educating employers on the issues surrounding ""unconcious bias"" and putting tools in place to help minimise it was particularly rewarding to be a part of. You see many POC, people with diabilities and different age ranges working at Seek. ","Budgets became near impossible to achieve in the last few years of working there- this was felt across all sales teams. It meant I had to take my work home with me a lot and it was difficult to navigate the cause of the issue with management. 

It's so fast paced that sometimes products/services are released before everyone - including managers- are fully across them which can be frustrating as it happens often and can be very confusing. 

Management is thinley stretched so you need to be quite autonomous. 
This was fine for me but many scenarios that would've been less of a strain if management had time to manage. 

If you want career development, know that this is easier to achieve in the Melbourne office (HQ), in other regional offices this will be a challenge. 

If you're outside of HQ, the training falls on the team which can mean that your work suffers until the new person can fly over for a formal induction which can take months. Hopefully this will be fixed. 

Pay needs to be more equal amoungst people in the same team doing the same work. ",Recommends working here: Yes,Rates salary as: Average,2 months ago,"Melbourne VIC, Australia",3.0,4.0,3.0,2.0,4.0,5.0,4.0,SEEK
‘SEEK embodies opportunity. Perfect place to create your own definition of a working life.’,Customer Support Officer,"The flexibility and opportunity to create your own definition of a working life.
Amazing for pro-active individuals. Feels like a start-up with a great culture.",Too much flexibility and opportunity without structure just creates a lack of consistency. Changes take waaaaaay too long to implement. ,Recommends working here: Yes,Rates salary as: Low,2 months ago,"Melbourne VIC, Australia",4.0,5.0,5.0,4.0,5.0,5.0,5.0,SEEK
"‘Best job I’ve had and company I’ve worked for, with brilliant colleagues.’",Senior Sales Account Manager,"The culture is hard to describe, but it is unique, engaging and fun. I’d say it is SEEK’s best feature for sure. I think it favours a-type personalities though and means that those who don’t want to engage with a very social culture could feel left behind.
I’ve done jobs that I never thought I could do, and was supported the entire way through. ","A start up vibe trying to exist in a big business. I think the growing pains are starting to ease though, and there is benefit in working for a big business. ",Recommends working here: Yes,Rates salary as: High,2 months ago,Australia,5.0,5.0,4.0,5.0,5.0,4.0,5.0,SEEK
‘Seek remains  the BEST’,PCA,Jobs n learning opportunities,Meeting up with challenging  task  n ability to use initiative,Recommends working here: Yes,Rates salary as: Average,4 years ago,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,SEEK
‘Will highly recommend ’,Creative Lead,Employee first approach. People really care about you and your wellbeing and it's across the board.,"Might be a bit slow pace at times, given it a large company and highly collaborative. ",Recommends working here: Yes,Rates salary as: High,2 months ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘I am a student in b.a class ’,Deta Entry,I am working in Australia ,I work at deta entry ,Recommends working here: No,Rates salary as: High,2 months ago,Australia,4.0,1.0,3.0,1.0,5.0,3.0,3.0,SEEK
‘Thank you it becomes normal now sometimes  back it becomes sickness to me. But now I'm just waiting for the generosity of the Advantages Personal management if they find is fined with me in the mean time otherwise  I'm fine ’,Childcare Role,Is when you meet someone who you never think think he/she  is willing to helping  you at all in whole life time. That is  really nice.  ,Sometimes these challenges are there in the human life. Thing like when you are looking for something you really need to have right now and it is not there. Then you become every fractstraed. But nothing you can do and challenges are you looking for jobs and there no job's  that's is the facts  that you  can challenges you every bang special people with families.,Recommends working here: Yes,Rates salary as: Average,3 months ago,"South Perth WA, Australia",3.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘I have done best in HOUZE’,Office Assistant,I have enjoyed in HOUZE most.,In this HOUZE not given salery time to time,Recommends working here: Yes,Rates salary as: High,3 months ago,"Bilpin NSW, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘Happiest I've been in the work force in 20 years’,User Experience Designer,Get to work with amazing people all the time. Amazing level of trust from peers and stake holders alike.,"Things can move slowly sometimes, which may be frustrating or difficult",Recommends working here: Yes,Rates salary as: Average,2 months ago,"Melbourne VIC, Australia",5.0,5.0,4.0,5.0,4.0,4.0,5.0,SEEK
‘There is no better place to work in Australia!’,Software Architect,Incredibly supportive and open work environment. Bring yourself to work not some cookie cut version or expectation of you.,"Very competitive space. The competitive fight is relentless, you need only apply if you are obsessed with winning.",Recommends working here: Yes,Rates salary as: High,3 months ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘Not the SEEK it once was.’,Software Engineer,"There's always plenty to do
Flexible working arrangements
Always paid on time.","Technical debt
change is slow
too many chiefs",Recommends working here: Yes,Rates salary as: Average,3 months ago,"Melbourne VIC, Australia",3.0,3.0,2.0,1.0,2.0,3.0,3.0,SEEK
‘I’m hard worker ’,Cleaner,"To have good team to work with Every work,with ","Everywhere there’s challenges,sometimes you need to accepted and move on😔",Recommends working here: Yes,Rates salary as: High,3 months ago,"Kalgoorlie-Boulder, WA, Australia",2.0,3.0,2.0,1.0,2.0,3.0,2.0,SEEK
‘Lucky to work for such an amazing organisation!’,Executive Assistant,Everyone embraces the values of the organisation. Treated with respect no matter the role you hold! Work hard ... but have a lot of fun doing it.,At times you can forget how lucky you are!! ,Recommends working here: Yes,Rates salary as: High,2 months ago,"Melbourne VIC, Australia",3.0,5.0,5.0,4.0,5.0,5.0,5.0,SEEK
"‘Great culture, great people’",Account Manager,"Culture, people and purpose",Be prepared to move to head office for career progression,Recommends working here: Yes,Rates salary as: High,4 years ago,,3.0,4.0,4.0,3.0,4.0,5.0,5.0,SEEK
‘Wonderful’,Digital Marketing Manager,Culture is fantastic. Great people.,Nothing specific to the company.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",4.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
‘The place to work!’,Product Manager,"Culture
People
Methodical",St kilda rd location,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,SEEK
