title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
‘Was good overall experience.’,Customer Retention Consultant,Culture and the people are good,Targets and pressure,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Hobart TAS, Australia",3.0,4.0,5.0,3.0,3.0,4.0,4.0,Vodafone
‘Best job ever’,Sales Consultant,We have an amazing team and amazing bosses. Its a really good work place. Wouldn't wanna work anywhere else,Some times you get hard customers but thats normal retail,Recommends working here: Yes,Rates salary as: High,4 years ago,"Tuggeranong, Australian Capital Territory, Australia",4.0,4.0,5.0,5.0,5.0,5.0,5.0,Vodafone
‘So far enjoy the challenge each day brings’,Facilities Manager,"Great environment, colleagues and never dull",Nothing outside of the normal challenges that come with the role,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,4.0,5.0,4.0,3.0,3.0,5.0,Vodafone
‘Great way to start in a career in sales’,Manager,Competitive salary and chance for career growth in retail,Customers can be challenging at times,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",4.0,3.0,4.0,4.0,4.0,5.0,5.0,Vodafone
‘Awesome employer with alot of rewards’,Street Sales Representative,Working outside on the field. Trust that be was given and work autonomously.,The abuse from customers,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Bankstown, New South Wales, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,Vodafone
‘A great and exceptional business culture to have experienced.’,Accounts Manager,Great dynamic company>,Decisions took a fair amount of time.,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Sydney NSW, Australia",5.0,5.0,5.0,4.0,5.0,5.0,5.0,Vodafone
‘Great company ’,Sales Consultant,Good hours. Managment need guidance ,Some employees don't speak English as a first language ,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Warwick WA, Australia",3.0,3.0,3.0,1.0,3.0,3.0,3.0,Vodafone
‘Together we achieved more ’,Sales Consultant,"Professional , quality core principles , imternational brand, loyal.","Competition, the team your working with, salery, staying up to date with how fast things like technology change, updating product knollege.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,4.0,4.0,4.0,3.0,4.0,5.0,Vodafone
‘Challenging but worth it’,2nd Assistant Manager,"Awesome atmosphere and good work ethic. 
You gain so much in the comapany and they help you grow as a sales rep",Competition in sales,Recommends working here: Yes,Rates salary as: High,4 years ago,Perth & Melbourne,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Vodafone
‘Worked with some amazing people that were also filled with false hope and promises’,Senior Sales Associate,My fellow team was lovely,It's extremely hard to grow within the company and each employee is filled with false promises,Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",1.0,3.0,2.0,1.0,3.0,5.0,1.0,Vodafone
‘Love to be there.’,Procurement Analsyt,Very strong teamwork,Business is regrouping.,Recommends working here: Yes,Rates salary as: Average,3 years ago,Sydney,4.0,5.0,5.0,5.0,4.0,5.0,5.0,Vodafone
‘Great to work experience’,Program Delivery Manager,"Interesting job,  working on cutting edge technology, good colleagues.",Making connections in big matrix organisation. Politics.,Recommends working here: Yes,Rates salary as: High,4 years ago,Sydney,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Vodafone
"‘Awful management, awful job.’",Sales Representative,The team was good when I worked there.,Very poor management that were rude and disinterested in their staff. High targets. ,Recommends working here: No,Rates salary as: Low,1 year ago,"Perth WA, Australia",1.0,2.0,1.0,1.0,1.0,1.0,1.0,Vodafone
‘I enjoyed working for the company’,Sales Consultant,Wotking as a team,To work you way up to manager,Recommends working here: Yes,Rates salary as: High,4 years ago,"Gosford, New South Wales, Australia",4.0,4.0,4.0,4.0,4.0,4.0,5.0,Vodafone
‘Fun and exciting m.’,Sales Assistant,Greatvchilled and laid back culutre,Lack of communication between head office and store,Recommends working here: Yes,Rates salary as: Average,4 years ago,Melbourne,2.0,4.0,5.0,3.0,3.0,5.0,3.0,Vodafone
‘Excellent ’,Storeperson,Vodafone is a engaging and positive company with great store level leadership ,Regional management had a lot to be desired ,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Bendigo VIC, Australia",5.0,5.0,5.0,5.0,5.0,3.0,5.0,Vodafone
‘The money is only good if you're good at this job.’,Sales Rep,"The team is funny and great to work with, most of the time!","Working every weekend is tough, especially when it's both days.",Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,2.0,4.0,3.0,4.0,3.0,4.0,Vodafone
‘Great job for a uni student who needs a flexible schedule. Not so great for full time or someone looking for a career.’,Store Manager,Great team environment.,Unrealistic pressure from management who had no idea about what they were talking about.,Recommends working here: No,Rates salary as: Average,4 years ago,"Geelong, Victoria, Australia",3.0,3.0,5.0,2.0,2.0,5.0,3.0,Vodafone
‘Great company that just needs some fine tweaking to make it awesome’,Quality Assurance Officer,Relaxed office environment with good  onsite ammenities. Nice people with similar values,Lack of role clarity due to dynamic environment,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Hobart TAS, Australia",3.0,4.0,4.0,3.0,4.0,4.0,4.0,Vodafone
‘Good company to work for’,Assistant Manager,A different challenges,Dealing with difficult customers,Recommends working here: Yes,Rates salary as: Average,4 years ago,Perth,3.0,5.0,5.0,3.0,3.0,4.0,5.0,Vodafone
‘Average retail space’,Retail Sales Assistant,Commission on top of a good base,Upwards movement is very political ,Recommends working here: No,Rates salary as: Average,1 year ago,"Sydney NSW, Australia",1.0,3.0,2.0,1.0,3.0,1.0,3.0,Vodafone
‘Fast paced environment and professional environment’,Digital Content Editor,"Great team, dynamic, forward thinking","Hierachy, numerous stages to sign off,",Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,Vodafone
‘Good company to work if one is satisfied with average salary and career growth opportunity’,Senior Business Process Analyst,Work life balance,Politics in management,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",3.0,4.0,4.0,2.0,3.0,4.0,4.0,Vodafone
‘Rewarding and challenging with great job security’,Customer Service Representative,Job security and the people you work with,No room for development,Recommends working here: Yes,Rates salary as: High,4 years ago,"Hobart, Tasmania, Australia",3.0,3.0,3.0,3.0,3.0,3.0,3.0,Vodafone
‘HR involvement in the region is minimal’,Commercial Manager,Great work life balance,Not much HR support since they are not based in the region,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",5.0,5.0,3.0,5.0,3.0,5.0,3.0,Vodafone
