title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
‘Wasted all my years with them ’,Lender,Working for the biggest bank in Australia and a good brand too ,Career progression - it's not what you know but who you know with this organization ,Recommends working here: No,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",1.0,1.0,3.0,1.0,4.0,1.0,1.0,Commonwealth Bank of Australia
"‘Great team to work with, very good learning.’",Senior Business Analyst,"Great team, equal opportunity","Less experienced team with respect to Agile methodology, which initially was a challenege, however all togther we put the efforts and could achieve the targets",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,5.0,5.0,4.0,4.0,5.0,5.0,Commonwealth Bank of Australia
‘Good people and enjoyable work environment’,Annual Review Specialist,Work life balance,Salary could be a little better in comparison with there competitors,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Parramatta, New South Wales, Australia",4.0,5.0,5.0,4.0,5.0,5.0,4.0,Commonwealth Bank of Australia
‘Great to be part of CBA’,Senior Business Analyst,Very supportive management and wider career opportunity,Relatively slow growth,Recommends working here: Yes,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",4.0,5.0,5.0,4.0,3.0,4.0,5.0,Commonwealth Bank of Australia
‘I Ended up with mental health issues. ’,Branch Staff,Friendships with collegues,"Horrible morale, ridiculous KPI’s, management who only cares about themselves. ",Recommends working here: No,Rates salary as: Average,6 months ago,"Tasmania, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0,Commonwealth Bank of Australia
‘I was happy working for the Commonwealth Bank and had fun with my team and would love to work for them again.’,Customer Service Specialist,Talking to the customers. Working with great people and having fun. It is great to work for CBA and would be happy to work for them again.,I did not find many challenges because you always have support from staff and mangers.,Recommends working here: Yes,Rates salary as: High,4 years ago,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Commonwealth Bank of Australia
‘Very average salary for a bank’,Branch Manager,Good people work here,"Development 
Work life balance 
Disconnect between head office and branch",Recommends working here: No,Rates salary as: Low,2 years ago,"NSW, Australia",2.0,2.0,4.0,2.0,3.0,4.0,3.0,Commonwealth Bank of Australia
"‘Some places were great to work at but some were horrible 
To much on meeting targets 
And unless you work permanently you were never asked to work things’",Customer Service Representative,"Most people were great to work with 
",Expected way to much in small branch’s ,Recommends working here: No,Rates salary as: Low,6 months ago,"NSW, Australia",3.0,3.0,3.0,2.0,3.0,4.0,3.0,Commonwealth Bank of Australia
"‘Strong brand, strong environment’",Business Home Lending Specialist,Team environment with strong work ethic,The industry perception that is currently in the media. Not what goes on at the front line,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Victoria VIC, Australia",4.0,4.0,4.0,4.0,5.0,5.0,4.0,Commonwealth Bank of Australia
‘Challenging but stressful’,Customer Banking Specialist,Staff discounts. Being challenged with sales targets,Too much pressure on sales outcomes,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",4.0,4.0,4.0,4.0,4.0,4.0,3.0,Commonwealth Bank of Australia
