title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating,company
‘Everything you do and say is monitored to the extreme - perform perfectly and get perfect sales every month and you will do well - otherwise you will be replaced by someone in the Philippines’,Customer Resolutions,If you can jump through the hoops they set up you will be well rewarded with treats ... just ensure you keep performing,Treated like a number in a call centre that might as well have a revolving door on the front of the building.,Recommends working here: No,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",1.0,3.0,3.0,3.0,4.0,3.0,1.0,AGL Energy
‘If the jobs right it would be a great place to work.’,People Manager,"Great place to work with great people, workplaces and technology.",Leadership can be poor based on the area. Board and CEO have great vision however direct reports are of varying capabilities but those who have been there a while are very poor.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",4.0,2.0,5.0,2.0,3.0,5.0,4.0,AGL Energy
"‘The working enviroment was warm, friendly and approachable. I'd be happy to go back there to work if the right role came up withing Marketing.’",Markeing And Communications Manager,Very friendly environment to work within,Some marketing/business activity was not managed end to end so by the time we'd reach a solution for implementation we'd realised the business had not addressed the whole customer experience and lots of gaps were found.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,2.0,3.0,4.0,3.0,4.0,4.0,AGL Energy
‘Under Construction - Check back in FY20’,Information Technology,Pay is high. Focus on women in IT. Full of talented people. Discounted Energy Bills.,Always looking to implement the next shiny new technology with no thought or effort on how to integrate with last month's projects. Strategy on the fly. So much going on that projects can't gain access to a clear schedule of change - collisions everywhere. Latest restructure has angered the talent pool and good people are now leaving to go elsewhere. Technical debt is reaching critical levels.,Recommends working here: No,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",1.0,4.0,2.0,1.0,3.0,4.0,1.0,AGL Energy
‘Making the move to apply at AGL was a great decision I do noy regret 3 years on’,Customer Service,"Great culture, supportive environment, salary of a high standard",The industry itself can be challenging to work in at times,Recommends working here: Yes,Rates salary as: High,4 years ago,"Adelaide, South Australia, Australia",4.0,4.0,5.0,4.0,5.0,5.0,5.0,AGL Energy
‘Developing and fulfilling’,Business Analyst,"Good building
Great team members",Tough opportunities to progress,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,4.0,4.0,4.0,3.0,3.0,4.0,AGL Energy
"‘Awful, couldn't wait to leave’",Call Centre Agent,"Good training, reasonable office environment","Pressured into achieving kpi's where the number of calls taken (in call centre), was more important than good service and accuracy",Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",3.0,3.0,3.0,1.0,2.0,3.0,1.0,AGL Energy
‘Ok for someone who is mentally strong and just wants to do a job and pay the bills. ’,Customer Service Representative,Newly renovated office,Unrealistic sales targets and KPIs. Bad leadership skills. ,Recommends working here: No,Rates salary as: Average,1 year ago,"Adelaide SA, Australia",2.0,3.0,3.0,2.0,3.0,2.0,2.0,AGL Energy
‘Delivering quality outcomes comes with the territory.’,Lead Digital Developer,Great office environment and location. Great teams.,"With a focus on an Agile delivery utilising SAFe - the new framework is not the easiest to get \""buy-in\"" across all tiers of the business.",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",5.0,4.0,5.0,4.0,5.0,5.0,5.0,AGL Energy
‘Has potential’,Technical Lead,Work life balance and friendly people,Outsourcing and not technologically advanced,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,5.0,4.0,4.0,4.0,4.0,4.0,AGL Energy
‘Excellent place to work ’,Customer Service Representative,The support and understanding of management ,Seperating personal life from work at the time,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Adelaide SA, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,AGL Energy
‘Great company’,HR,Great people good culture,Long hours a lot of travel some good leaders some bad depends on who you get,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",3.0,4.0,4.0,4.0,5.0,5.0,3.0,AGL Energy
‘Good place and genuine people work balance cup’,Project Manager,Positive culture and people,Beaucracy and not as nimble  as similar placed organizations,Recommends working here: Yes,Rates salary as: High,4 years ago,,3.0,4.0,5.0,4.0,2.0,3.0,4.0,AGL Energy
‘Enjoyable’,Data Entry Role,Great people and environment,Was only a contractor there so hard to say,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",5.0,4.0,5.0,5.0,3.0,5.0,4.0,AGL Energy
‘Great team with a lot of potential.’,Senior Engineer,Good company and CEO with a vision.,Old team members wanted to do their own way.,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Sydney NSW, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,AGL Energy
‘Could have been better ’,Information Technology Manager,"Location was great , very convenient ",The management was caught up in the politics which reflected on the culture ,Recommends working here: No,Rates salary as: Average,6 months ago,"Sydney NSW, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0,AGL Energy
‘Good enviorment well paid’,Resolution Consultant,Brand new building,KPI's reduce almost un achievable,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbou, Victoria, Australia",4.0,3.0,5.0,3.0,3.0,4.0,4.0,AGL Energy
‘Micro management at micro level.’,Customer Resolutions,Great Xmas parties and award nights.,Doing the right thing by the customer and the business at the same time.,Recommends working here: No,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",2.0,2.0,2.0,1.0,2.0,5.0,2.0,AGL Energy
‘Would have been better if I was related or a friend of management’,Power Factor Correction Specialist Really A TA,Working to suit family life,Low pay don't listen to new ideas poor communication poor safety,Recommends working here: No,Rates salary as: Low,4 years ago,"Sydney, New South Wales, Australia",1.0,4.0,1.0,2.0,2.0,1.0,1.0,AGL Energy
‘Standard call center experience. Draining and pointless.’,Customer Resolutions,"Good Salary, Job security, Good perks, Great Amenities","Angry customers = negative atmosphere, Self motivation, no social aspect.",Recommends working here: No,Rates salary as: High,1 year ago,"Docklands VIC, Australia",1.0,1.0,2.0,5.0,5.0,5.0,3.0,AGL Energy
‘Poor support from management.’,Customer Service Representative,"Lovey colleagues, great location","Very sales focussed,",Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",3.0,3.0,3.0,2.0,3.0,3.0,2.0,AGL Energy
‘I enjoy working at AGL as they always have plenty of opportunities and projects to be a part of.’,Project Manager,Great smarter working office,Hiring the wrong people in some IT roles,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",2.0,4.0,4.0,3.0,3.0,4.0,4.0,AGL Energy
‘Superb place to work’,Test Lead,Fatastic work environment.,Huge amount of work within a limited period of time,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",4.0,4.0,4.0,4.0,3.0,4.0,5.0,AGL Energy
‘Great company with good people & would work there again.’,System Administrator,Committed to diversity & work/life balance.,Moving to being an energy tech company and is challenging how it does business.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,5.0,4.0,4.0,4.0,5.0,4.0,AGL Energy
‘Overall have enjoyed majority of time employed.’,Customer Service Team Leader,Good benefits and working environment.,Minimal career opportunities in Adelaide unfortunately.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Adelaide, South Australia, Australia",3.0,3.0,4.0,3.0,4.0,4.0,4.0,AGL Energy
‘Anguish.’,Call Centre Respresentative,The training was thorough.,They treat call centre staff like filth. They make it impossible to have a genuine sick day. They REFUSE to let you take a proper holiday. You are made to come in. It is impossible to travel.,Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",1.0,3.0,1.0,1.0,3.0,4.0,1.0,AGL Energy
‘Love the digital team and its people’,Technical Business Analyst,Culture and work life balance,Too many things at a time.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",4.0,5.0,4.0,4.0,4.0,4.0,4.0,AGL Energy
‘I did useful work which was appreciated.’,Training Mentor,Good people.  Inclusive attitudes.  Great address.,Top down management structure.,Recommends working here: Yes,Rates salary as: Average,4 years ago,Melbourne,3.0,2.0,4.0,2.0,3.0,4.0,3.0,AGL Energy
‘Terrible’,Resolution Specialist,The pay was okay. Location was okay,Customers treat you like garbage and the performance expections were unrealistic,Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",1.0,1.0,1.0,1.0,2.0,2.0,1.0,AGL Energy
‘Great money but not worth the stress’,Resolution Specialist,"Great salary, options for commissions and bonuses, engaging workplace.","Inability to be flexible with hours, great intolerance to staff needing sick leave, incredibly high stress environment, lack of support from management, lack of training past the initial stages of induction, inability to manage stressed staff properly, not very flexible with annual leave.",Recommends working here: No,Rates salary as: High,9 months ago,"Docklands VIC, Australia",5.0,4.0,3.0,1.0,3.0,5.0,3.0,AGL Energy
‘Poor management who can't honor agreements’,Customer Service Representative,"Benefits such as cheaper electricity, zoo passes etc.","No longer customer focused, they only care about sales now. No longer willing to help out staff with outside family and study commitments.",Recommends working here: No,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",2.0,1.0,2.0,1.0,4.0,4.0,1.0,AGL Energy
‘Enjoyed delivering real value to both AGL and Customers.’,Business Customers,Great people and culture. Like a family.,"Restructured regularly, so frequent challenges.",Recommends working here: Yes,Rates salary as: High,2 years ago,"Queensland, Australia",2.0,4.0,3.0,2.0,3.0,4.0,4.0,AGL Energy
‘Lots of shortcuts taken and lots of legacy ’,Technical Business Analyst,"Sparkling water taps
new offices and facilities
","Old school management - do as i say not as i do
not safe to speak up
high turnover 
consistent restructuring
lack of strategy
massive amount of politics for such a small organisation ",Recommends working here: No,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",1.0,3.0,2.0,1.0,3.0,3.0,2.0,AGL Energy
‘A great experience with fond memories’,Product Owner,"State of the art office, highly flexible working hours, great attitude  across staff to share information and help","Lack of strategic orientation, limited career progression,  ",Recommends working here: Yes,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",3.0,5.0,4.0,4.0,4.0,5.0,4.0,AGL Energy
‘Thankful for the opportunity ’,Sales Lead,Lots of opportunities and great people to work with.,Restructures are constant,Recommends working here: Yes,Rates salary as: High,6 months ago,"Melbourne City, VIC, Australia",5.0,4.0,4.0,3.0,4.0,5.0,4.0,AGL Energy
‘It's a good time to be part of AGL’,Consultant,"Great future, office environment","Fast growth, too many changes",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,4.0,5.0,3.0,4.0,3.0,4.0,AGL Energy
‘The management will drain the life out of you with unrealistic expectations. ’,Customer Service Specialist,"Work colleagues, onsite parking ","Qualities such as empathy, caring and resilience is not what this company supports. Their main focus is the AHT and keeping it low whilst  dealing with disgruntled customers, as well as fixing things as they’re calling in for the 10th time on the same day. You must also meet unrealistic sales targets and you will be treated like a robot. 
Working for this company should not be a long term goal for anyone.",Recommends working here: No,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",1.0,2.0,4.0,1.0,2.0,2.0,2.0,AGL Energy
‘Workplace And Support Services’,Support Services Assistant,"Work Life Balance. Support network and 
Benefits ",Staff expectations re service delivery ,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",4.0,5.0,5.0,4.0,5.0,5.0,5.0,AGL Energy
‘Poor Team Leadership’,Customer Service Officer,Pay was OK. Flexibility to swap shifts excellent.,Meeting KPI's.,Recommends working here: No,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",3.0,3.0,1.0,1.0,3.0,3.0,1.0,AGL Energy
"‘Good pay, outdated premises , nice staff .’",Administration Coordinator,"Onsite cafeteria canteen.
Onsite security parking 
Easy work 
Close to home","Temp role, no opportunity for permanent position or advancement",Recommends working here: Yes,Rates salary as: High,4 years ago,Torrens Island Port Adelaide 5015,1.0,4.0,3.0,3.0,3.0,3.0,3.0,AGL Energy
‘Good sense of camaraderie and purpose.’,Prefer Not To Disclose,"Great opportunity for career advancement, Focus on ensuring employees are not burnt out and delivering whilst being able to enjoy their personal lives. Pay is above average.",Politics can be cumbersome at times.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",4.0,4.0,3.0,3.0,4.0,4.0,4.0,AGL Energy
‘It was a good experience and learnt soo much over my apprenticeship.’,Apprentice Electrician,Roster until 15th of July 2019,"Fault finding, working to a deadline",Recommends working here: No,Rates salary as: Average,9 months ago,"Singleton NSW, Australia",4.0,3.0,3.0,2.0,3.0,2.0,3.0,AGL Energy
‘The dream job I never knew I wanted.’,Consultant,Very much a team environment.,Dealing with external third party businesses.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,4.0,4.0,4.0,4.0,5.0,4.0,AGL Energy
‘Great learning and I achieved a lot with a great team’,Sales Manager,My boss. His boss. The work we did and what I achieved,The changing industry,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",3.0,4.0,4.0,4.0,4.0,5.0,4.0,AGL Energy
"‘Initially amazing, somewhat lacking now.’",Resolutions Specialist,"Staff benefits and perks, the people you work with.",Business structure and strict kpi targets,Recommends working here: No,Rates salary as: High,4 years ago,"Adelaide, South Australia, Australia",4.0,4.0,4.0,3.0,5.0,5.0,3.0,AGL Energy
‘The company is not prepared to stand by its employees under its new CEO’,HSE,The people and how they support each other,Restructure and how they will throw away experienced people because they cost too much,Recommends working here: No,Rates salary as: High,4 years ago,"Brisbane, Queensland, Australia",2.0,3.0,2.0,1.0,4.0,4.0,3.0,AGL Energy
‘Great opportunity as a result of change and strong values’,Technical Specialist,"Opportunities, R&R, great team inclusion",Constant change and redundancy created uncertainty,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,3.0,5.0,3.0,3.0,4.0,4.0,AGL Energy
‘Too many levels of management and not enough workers.’,Operator,Work/life & wage balance,"Management and the constant changing of systems, which mostly aren't for the better",Recommends working here: Yes,Rates salary as: High,1 year ago,"Wollongong NSW, Australia",3.0,3.0,3.0,2.0,3.0,5.0,3.0,AGL Energy
‘Gave me the skills to handle complex situations’,Customer Advocate,Great incentives and people,Was made redundant,Recommends working here: Yes,Rates salary as: High,4 years ago,"Adelaide, South Australia, Australia",3.0,3.0,4.0,3.0,4.0,4.0,3.0,AGL Energy
‘Awesome’,Lead Developer,Amazing workplace with supportive management,"Large company, so finding the right person to talk to can take some time",Recommends working here: Yes,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,AGL Energy
"‘Champagne aspirations, beer mentality’",Outsider,Location and work / life balance and most of my peers,"Personal agendas, management cliques, acceptance of outdated approaches and ideas, absence of authenticity, openess and honesty. Now the biggy - no commitment to outcomes and too much r's covering",Recommends working here: No,Rates salary as: High,6 months ago,"Docklands VIC, Australia",2.0,4.0,4.0,1.0,4.0,4.0,1.0,AGL Energy
"‘It is such a respectful working environment, people collaborate share knowledge and provide support to each other.’",Reconciliation Data Analyst,"Relaxed friendly collaborative environment, quick to get laptop and access to systems.",Just locating who does what in the organisation.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,5.0,5.0,4.0,4.0,4.0,5.0,AGL Energy
‘Good pay but ultimately much happier elsewhere’,Billing Specialist,Salary & work/life balance,Communication from the top and leadership culture is extremely poor.,Recommends working here: No,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",1.0,4.0,1.0,1.0,3.0,3.0,2.0,AGL Energy
‘Overall a good a good company to work with.’,Customer Service Representative,"New building,gatherings,Awards nights",Getting incentive as they cancel the whole incentive if you have one unplanned leave which is not good.,Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne, Victoria, Australia",3.0,3.0,3.0,2.0,3.0,5.0,5.0,AGL Energy
"‘Worked on turbine rebuilds, superintended contractors during outages’",Superintendant,"
i had a diverse workload working on many different pieces of equipment",Not getting involved in the employee politics,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Liddell NSW, Australia",4.0,3.0,4.0,3.0,3.0,4.0,3.0,AGL Energy
‘Would recommend ’,BDM,Team culture. Benefits outside of salary,Upper Management. Lack of opportunities outside of Sydney and Melbourne if you want to progress.,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Brisbane QLD, Australia",3.0,4.0,4.0,4.0,4.0,3.0,4.0,AGL Energy
‘Wasted 10 years only to be told they didn't want mine or anyone else who had been there more than 5 years experience’,Process And Exception Specialist,"Technology and beautiful new building, and the Xmas party was always good","Mass redundancy , mass offshoring of all roles, there is now a knowledge deficit due to the redundancy",Recommends working here: No,Rates salary as: Low,4 years ago,"Melbourne, Victoria, Australia",1.0,2.0,3.0,1.0,3.0,2.0,1.0,AGL Energy
"‘Great Culture, Great People and Diverse Employees’",Employee Services Rep,Good Culture  and Workplace,Workloads at times and challenges arising form that,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Docklands, Victoria, Australia",4.0,4.0,4.0,4.0,5.0,5.0,4.0,AGL Energy
‘Amazing work place’,Resolution Specialist,"Flexible hours, awesome environment, fantastic people and an amazing new building!",Annual leave books are super fast so you have to be in quick!,Recommends working here: Yes,Rates salary as: High,4 years ago,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,AGL Energy
‘Temping at AGL’,Receptionist,Friendly colleagues and the opportunities to interact with a number of different people.,"As a temp you have lots to learn in a short amount of time, but this was a positive challenge!",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",3.0,5.0,4.0,4.0,3.0,5.0,4.0,AGL Energy
"‘Wonderful company to work for, they hire amazing people and often promote from within.’",Senior Sales Manager,Fringe benefits from working for a corporate,Understanding the landscape of such a large organisation,Recommends working here: Yes,Rates salary as: High,3 years ago,Adelaide,5.0,5.0,5.0,5.0,5.0,5.0,5.0,AGL Energy
‘Exciting place with great support/culture and opportunities to grow’,Manager Customer Experience And Collections,Great culture.  Innovative.  Good direction. Opportunities.,The industry itself is complex and regulatory impeded.,Recommends working here: Yes,Rates salary as: High,4 years ago,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,AGL Energy
‘Great’,Sales Representative,Everything about working with AGL is good ,No challenges just work hard ,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Docklands VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,AGL Energy
‘They paid well. ’,Project Manager,Close to public transport ,The management team are focused on profit not people. ,Recommends working here: No,Rates salary as: High,6 months ago,"Melbourne VIC, Australia",1.0,3.0,3.0,1.0,2.0,3.0,2.0,AGL Energy
‘Recruitment was un-transparent and failed to set me up for success’,Lead Health & Safety Business Partner,The diversity of environment,Strategies and systems over complicated,Recommends working here: No,Rates salary as: High,6 months ago,"Adelaide SA, Australia",2.0,4.0,3.0,2.0,2.0,3.0,3.0,AGL Energy
‘Treats you as just a number’,Resolutions Agent,Highly paid for what it was,Treated as nothing more than a number. Had to book leave at least 6-9 months in advance and then still couldn't get leave half the time.,Recommends working here: No,Rates salary as: High,2 years ago,"Melbourne, Victoria, Australia",1.0,1.0,2.0,1.0,3.0,1.0,1.0,AGL Energy
‘A company that appears to be losing its way’,Project Manager,"There are pockets of potential for exciting and fulfilling work
Work life balance is a genuine focus
There are good people there","Current management has no genuine long term strategic vision
Culture at the middle and top is not conducive to long term value
Management of challenges is tactical rather than strategic",Recommends working here: No,Rates salary as: Average,9 months ago,Australia,3.0,2.0,1.0,1.0,4.0,4.0,2.0,AGL Energy
‘Impossible KPI's’,Resolutions Consultant,Based above southern cross station,"No available leave, demanding managers.",Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",1.0,1.0,1.0,1.0,3.0,1.0,1.0,AGL Energy
‘Good money but you need to be very resiliant’,Resolutions,Excellent pay but you need to be resilient,"Difficult customer's, bad shifts minimal support",Recommends working here: No,Rates salary as: High,2 years ago,"Eastwood SA, Australia",3.0,1.0,2.0,1.0,3.0,3.0,1.0,AGL Energy
"‘Promised a lot, delivered little!’",Key Accounts Manager,"Process and procedures, structure. Extensive training.","Poor local support, admin support offshore,poor customer care, poor company perception.",Recommends working here: No,Rates salary as: Low,4 years ago,"Adelaide, South Australia, Australia",4.0,4.0,2.0,2.0,3.0,4.0,2.0,AGL Energy
‘A company with leadership as old as the coal they burn.’,Safety,The breadth of the work.,Poor leadership and no desire to listen to new ideas.,Recommends working here: No,Rates salary as: Average,1 year ago,"Sydney NSW, Australia",1.0,1.0,1.0,1.0,3.0,3.0,1.0,AGL Energy
‘Good company but poor managers’,Process And Exception Specialist,The company name and good mix of people working there.,"Poor people managers
Favoritism by leaders",Recommends working here: No,Rates salary as: Average,4 years ago,,3.0,4.0,2.0,2.0,3.0,3.0,3.0,AGL Energy
‘Management were egoistical’,Operations Manager Metering And Tarif,Safety conscious.,Expectations did not meet job description,Recommends working here: No,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",3.0,2.0,4.0,1.0,4.0,4.0,2.0,AGL Energy
‘Great place to work and shine.’,Senior Business Analyst,Embracing change and innovation - want to change.,Process and hierarchy orientated - which can stifle change and innovation.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",4.0,4.0,4.0,3.0,4.0,5.0,4.0,AGL Energy
"‘Amazing team of people, would highly recommend it! ’",Personal Assistant,Being able to work with an incredible team of engineers and management was fantastic. People really wanted to help others out and everyone was very inclusive. ,No challenges that I experienced. Leaving to go overseas was an extremely hard decision as I could have stayed with this company forever!  ,Recommends working here: Yes,Rates salary as: High,9 months ago,"Sydney NSW, Australia",4.0,5.0,5.0,4.0,4.0,5.0,5.0,AGL Energy
‘Good people but poor level of true happiness’,Customer Resolutions Consultant,The people who work here are all really welcoming and want everyone to feel part of the team. Great team environment.,They say they are great flexibility in work arrangements but they really don't. If you get sick you shouldn't work here or you'll probably end up being made to feel even worse.,Recommends working here: No,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,2.0,3.0,3.0,3.0,3.0,3.0,AGL Energy
"‘Out of 20 different work places, this is the one I would never return too.’",Sr Project Manager,"Nice new offices, good drinks.","Too many people walking around doing nothing, while you are working your fingers off.",Recommends working here: No,Rates salary as: Low,2 years ago,"Melbourne VIC, Australia",1.0,3.0,4.0,1.0,1.0,3.0,1.0,AGL Energy
‘Wouldn’t recommend ’,Customer Resolutions Representative,Decent starting wages and good colleagues,"They didn’t express how much importance there would be on making sales etc during interview.
Were very uncaring about any personal leave that was taken and would pressure you to come in even when unwell. 
Overall a very negative environment with very high turnover! ",Recommends working here: No,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",2.0,1.0,1.0,2.0,3.0,2.0,2.0,AGL Energy
‘Brillitant work life balance’,Resolutions Consultant,Excellent team culture and a good work life balance,Process maps and adherence to the knowledge management system.,Recommends working here: Yes,Rates salary as: High,2 years ago,"Adelaide SA, Australia",4.0,4.0,4.0,4.0,5.0,4.0,5.0,AGL Energy
"‘Decent pay, nice working environment and acceptable culture’",Executive Assistant,Good culture and a nice working environment,Understanding what my role is going to be and knowing where I need to advance myself,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Sydney NSW, Australia",3.0,3.0,4.0,4.0,3.0,4.0,4.0,AGL Energy
‘For a large organisation AGL unfortunately operates years behind other large organisations. If there was clearer direction and buy in from the organisation it would be a great place to work. ’,Marketing Role,The people are very welcoming when you start.,"Management challenges, there have been countless restructures with no clear direction. Flexible working is available for those with supportive managers only. ",Recommends working here: No,Rates salary as: Average,9 months ago,"Melbourne VIC, Australia",2.0,3.0,1.0,1.0,2.0,4.0,2.0,AGL Energy
"‘Average, I would have stayed with better wage and closer to home.’",A Grade Electrician,Made some great friends,Constant management changes and no way to negotiate a better salary even with years of experience and more qualifications then others.,Recommends working here: No,Rates salary as: Low,2 years ago,"Sydney, New South Wales, Australia",1.0,5.0,3.0,1.0,3.0,3.0,3.0,AGL Energy
‘Easily the best company that I have worked for.’,Senior Business Analyst,Highly supportive of parents returning to the workplace.,Frequent restructuring meant that strategic plans and direction went through a lot of change.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",4.0,4.0,4.0,4.0,4.0,5.0,2.0,AGL Energy
‘Overall AGL was a good company to work for.’,Acquisitions Sales,Company with good values and good work life balance.,Middle  and top heavy management. Career progression can be a challenge.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,5.0,3.0,3.0,3.0,4.0,3.0,AGL Energy
‘Great to use your skills but don't expect loyalty from upper management who will fire you when they are done with you.’,Senior Manager,The salary and perks,Silo mentality management who talk the talk but don't walk the walk.,Recommends working here: Yes,Rates salary as: High,4 years ago,,3.0,4.0,3.0,2.0,5.0,4.0,3.0,AGL Energy
‘Would like to have seen more actions taken & less words.’,Process Specialist,The amazing people I have had the opportunity to work with.,The office politics and unfair work life balance.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",3.0,3.0,4.0,2.0,4.0,4.0,4.0,AGL Energy
‘Enjoyable working experience.’,Reporting Analyst,Great company to work for.,None that I can recall.,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,4.0,5.0,5.0,AGL Energy
‘Look forward to go to work on Mondays’,Data Analyst,Clear planning. Knowledgeable people.,Getting things moving,Recommends working here: Yes,Rates salary as: High,2 years ago,"Melbourne, Victoria, Australia",4.0,5.0,5.0,5.0,3.0,5.0,4.0,AGL Energy
‘A very frustrating but worthwhile learning experience.’,Data Science,Great people with quite clever and innovative ideas. Lots of untapped potential,"Getting ideas off the ground extremely difficult, management is reticent to commit resources to doing things properly so there is a spaghetti mess of years of accumulated band-aid solutions. Extremely change resistant culture.",Recommends working here: No,Rates salary as: Average,3 years ago,Melbourne,1.0,4.0,4.0,2.0,2.0,5.0,2.0,AGL Energy
"‘Good pay, soul crushing experience’",Projects,"The company plays above average rate, and they provide flexible working conditions","It depends on the asset where you work. This place is definitely all about who you know, and not what you know. People are afraid to speak up as repercussions usually follow. The management lacks diversity of experience, most have been at one place entire career. Business practices are often 20 to 30 years behind trend.",Recommends working here: No,Rates salary as: High,6 months ago,"Melbourne VIC, Australia",1.0,4.0,1.0,1.0,4.0,2.0,1.0,AGL Energy
"‘Terrible, 10 years experience in the industry overlooked’",Process And Exception Soecialist,Equipment,Keeping your job when they are sending all work off shore,Recommends working here: No,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",1.0,4.0,2.0,1.0,4.0,2.0,1.0,AGL Energy
‘Ok for short term stint’,Analyst Finance,"Flexible working, can work from home",Zero effort to develop,Recommends working here: No,Rates salary as: Low,2 years ago,"Sydney, New South Wales, Australia",1.0,5.0,2.0,1.0,3.0,4.0,3.0,AGL Energy
‘This was a good company which has gone downhill.’,Operations,The workplace was once very open and honesty with people feeling comfortable to share and help each other. Not like that now.,Lack of honesty and an unsafe environment from a cultural point of view,Recommends working here: No,Rates salary as: High,2 years ago,"Melbourne VIC, Australia",2.0,2.0,1.0,1.0,3.0,3.0,1.0,AGL Energy
"‘Lots of good things to enjoy at agl, and like any big business has it challenges.’",National Operations Manager,"Benefits, flexibility, work life balance and diversity / inclusion focus"," Executive and general management layer instability for the last 3 years, can be unsettling",Recommends working here: Yes,Rates salary as: High,6 months ago,"Melbourne VIC, Australia",3.0,5.0,4.0,2.0,4.0,5.0,4.0,AGL Energy
‘Wonderful experience’,Specialist,I worked for Agl for 7 years and I had a really good experience. They really look after their employees. ,I never had difficulty.. and i feel challenges are really good for your growth at work place. If one gets good support and guidance then these challenges are What shapes your future. I'm really glad I got to work with such good people at agl. ,Recommends working here: Yes,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0,AGL Energy
